;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
;// 5170,#CSO2_ITEM_NAME_sg552_opal1,#CSO2_ITEM_DESC_SG552_opal1,sg552,opal1,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
;// 5171,#CSO2_ITEM_NAME_awp_twgold,#CSO2_ITEM_DESC_awp_twgold,awp,twgold,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5172,#CSO2_ITEM_NAME_smokegrenade_tear,#CSO2_ITEM_DESC_smokegrenade_tear,smokegrenade,tear,item,weapon,equip,4,0,50,0,0,0,5,0,0,0,none,none,0,0,,,WEAPONDROPOFF,0
5173,#CSO2_ITEM_NAME_smokegrenade_trans,#CSO2_ITEM_DESC_smokegrenade_trans,smokegrenade,trans,item,weapon,equip,4,0,50,0,0,0,5,0,0,0,none,none,0,0,,,WEAPONDROPOFF,0
5174,#CSO2_ITEM_NAME_smokegrenade_stun,#CSO2_ITEM_DESC_smokegrenade_stun,smokegrenade,stun,item,weapon,equip,4,0,50,0,0,0,5,0,0,0,none,none,0,0,,,WEAPONDROPOFF,0
5175,#CSO2_ITEM_NAME_mk18_spray1,#CSO2_ITEM_DESC_mk18_spray1,mk18,spray1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5176,#CSO2_ITEM_NAME_mk18_camo1,#CSO2_ITEM_DESC_mk18_camo1,mk18,camo1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5177,#CSO2_ITEM_NAME_akm_spray1,#CSO2_ITEM_DESC_akm_spray1,akm,spray1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5178,#CSO2_ITEM_NAME_akm_camo1,#CSO2_ITEM_DESC_akm_camo1,akm,camo1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5179,#CSO2_ITEM_NAME_awm_spray1,#CSO2_ITEM_DESC_awm_spray1,awm,spray1,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5180,#CSO2_ITEM_NAME_awm_camo1,#CSO2_ITEM_DESC_awm_camo1,awm,camo1,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5181,#CSO2_ITEM_NAME_xm1014_heart1,#CSO2_ITEM_DESC_xm1014_heart1,xm1014,heart1,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5182,#CSO2_ITEM_NAME_striker12_cobalt1,#CSO2_ITEM_DESC_striker12_cobalt1,striker12,cobalt1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5183,#CSO2_ITEM_NAME_scarl_cobalt1,#CSO2_ITEM_DESC_scar_cobalt1,scarl,cobalt1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5184,#CSO2_ITEM_NAME_aek971_cobalt1,#CSO2_ITEM_DESC_aek971_cobalt1,aek971,cobalt1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5185,#CSO2_ITEM_NAME_k5_paint1,#CSO2_ITEM_DESC_k5_paint1,k5,paint1,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5186,#CSO2_ITEM_NAME_k5_camo2,#CSO2_ITEM_DESC_k5_camo2,k5,camo2,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5187,#CSO2_ITEM_NAME_k5_infernal1,#CSO2_ITEM_DESC_k5_infernal1,k5,infernal1,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5188,#CSO2_ITEM_NAME_k1_paint1,#CSO2_ITEM_DESC_K1_paint1,k1,paint1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5189,#CSO2_ITEM_NAME_k1_camo2,#CSO2_ITEM_DESC_K1_camo2,k1,camo2,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5190,#CSO2_ITEM_NAME_k2c_paint1,#CSO2_ITEM_DESC_k2c_paint1,k2c,paint1,item,weapon,rifle,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5191,#CSO2_ITEM_NAME_k2c_camo2,#CSO2_ITEM_DESC_k2c_camo2,k2c,camo2,item,weapon,rifle,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5192,#CSO2_ITEM_NAME_qsz92_paint1,#CSO2_ITEM_DESC_qsz92_paint1,qsz92,paint1,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5193,#CSO2_ITEM_NAME_qsz92_camo2,#CSO2_ITEM_DESC_qsz92_camo2,qsz92,camo2,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5194,#CSO2_ITEM_NAME_qbs09_paint1,#CSO2_ITEM_DESC_qbs09_paint1,qbs09,paint1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5195,#CSO2_ITEM_NAME_qbs09_camo2,#CSO2_ITEM_DESC_qbs09_camo2,qbs09,camo2,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5196,#CSO2_ITEM_NAME_csls06_paint1,#CSO2_ITEM_DESC_csls06_paint1,csls06,paint1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5197,#CSO2_ITEM_NAME_csls06_camo2,#CSO2_ITEM_DESC_csls06_camo2,csls06,camo2,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5198,#CSO2_ITEM_NAME_akm_paint1,#CSO2_ITEM_DESC_akm_paint1,akm,paint1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5199,#CSO2_ITEM_NAME_akm_camo2,#CSO2_ITEM_DESC_akm_camo2,akm,camo2,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5200,#CSO2_ITEM_NAME_akm_infernal1,#CSO2_ITEM_DESC_akm_infernal1,akm,infernal1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5201,#CSO2_ITEM_NAME_mk18_paint1,#CSO2_ITEM_DESC_mk18_paint1,mk18,paint1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5202,#CSO2_ITEM_NAME_mk18_camo2,#CSO2_ITEM_DESC_mk18_camo2,mk18,camo2,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5203,#CSO2_ITEM_NAME_mk18_infernal1,#CSO2_ITEM_DESC_mk18_infernal1,mk18,infernal1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5204,#CSO2_ITEM_NAME_awm_paint1,#CSO2_ITEM_DESC_awm_paint1,awm,paint1,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5205,#CSO2_ITEM_NAME_awm_camo2,#CSO2_ITEM_DESC_awm_camo2,awm,camo2,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5206,#CSO2_ITEM_NAME_awm_infernal1,#CSO2_ITEM_DESC_awm_infernal1,awm,infernal1,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5207,#CSO2_ITEM_NAME_qsz92_panda,#CSO2_ITEM_DESC_qsz92_panda,qsz92,panda,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5208,#CSO2_ITEM_NAME_qbs09_panda,#CSO2_ITEM_DESC_qbs09_panda,qbs09,panda,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5209,#CSO2_ITEM_NAME_csls06_panda,#CSO2_ITEM_DESC_csls06_panda,csls06,panda,item,weapon,smg,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5210,#CSO2_ITEM_NAME_akm_panda,#CSO2_ITEM_DESC_akm_panda,akm,panda,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5211,#CSO2_ITEM_NAME_mk18_panda,#CSO2_ITEM_DESC_mk18_panda,mk18,panda,item,weapon,rifle,0,3,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5212,#CSO2_ITEM_NAME_chngrenade,#CSO2_ITEM_DESC_chngrenade,hegrenade,chngrenade,item,weapon,equip,3,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5213,#CSO2_ITEM_NAME_awm_chngold1,#CSO2_ITEM_DESC_awm_chngold1,awm,chngold1,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5214,#CSO2_ITEM_NAME_ar57_amethyst1,#CSO2_ITEM_DESC_ar57_amethyst1,ar57,amethyst1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5215,#CSO2_ITEM_NAME_elites_amethyst1,#CSO2_ITEM_DESC_elites_amethyst1,elites,amethyst1,item,weapon,pistol,1,2,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5216,#CSO2_ITEM_NAME_awm_amethyst1,#CSO2_ITEM_DESC_awm_amethyst1,awm,amethyst1,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5217,#CSO2_ITEM_NAME_k2c_amethyst1,#CSO2_ITEM_DESC_k2c_amethyst1,k2c,amethyst1,item,weapon,rifle,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5218,#CSO2_ITEM_NAME_akm_nebula,#CSO2_ITEM_DESC_akm_nebula,akm,nebula1,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5219,#CSO2_ITEM_NAME_mk18_nebula,#CSO2_ITEM_DESC_mk18_nebula,mk18,nebula1,item,weapon,rifle,0,3,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5220,#CSO2_ITEM_NAME_awm_nebula,#CSO2_ITEM_DESC_awm_nebula,awm,nebula1,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5221,#CSO2_ITEM_NAME_wrench_infernal1,#CSO2_ITEM_DESC_wrench_infernal1,wrench,infernal1,item,weapon,knife,2,0,0,1,0,0,5,0,0,0,none,none,0,0,,,,0
5222,#CSO2_ITEM_NAME_F2000_chrome1,#CSO2_ITEM_DESC_F2000_chrome1,f2000,chrome1,item,weapon,rifle,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5223,#CSO2_ITEM_NAME_mx4_chrome1,#CSO2_ITEM_DESC_mx4_chrome1,mx4,chrome1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5224,#CSO2_ITEM_NAME_akm_chrome1,#CSO2_ITEM_DESC_akm_chrome1,akm,chrome1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5225,#CSO2_ITEM_NAME_g3sg1_chrome1,#CSO2_ITEM_DESC_G3SG1_chrome1,g3sg1,chrome1,item,weapon,snip,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5226,#CSO2_ITEM_NAME_pkm_chrome1,#CSO2_ITEM_DESC_pkm_chrome1,pkm,chrome1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,,0
5227,#CSO2_ITEM_NAME_smokegrenade_heal,#CSO2_ITEM_DESC_smokegrenade_heal,smokegrenade,heal,item,weapon,equip,4,0,50,0,0,0,5,0,0,0,none,none,0,0,,,,0
5228,#CSO2_ITEM_NAME_smokegrenade_ghost,#CSO2_ITEM_DESC_smokegrenade_ghost,smokegrenade,ghost,item,weapon,equip,4,0,50,0,0,0,5,0,0,0,none,none,0,0,,,,0
5229,#CSO2_ITEM_NAME_hegrenade_guided,#CSO2_ITEM_DESC_hegrenade_guided,hegrenade,guided,item,weapon,equip,3,0,50,0,0,0,5,0,0,0,none,none,0,0,,,,0
5230,#CSO2_ITEM_NAME_netlauncher_gold,#CSO2_ITEM_DESC_netlauncher_gold,netlauncher,gold,item,weapon,shotgun,0,0,50,0,0,0,5,0,0,0,none,HIDE2_WEAPON_GROUP01,50,0,,,EXPUP(50) | WEAPONDROPOFF,0
5231,#CSO2_ITEM_NAME_harpoon_gold,#CSO2_ITEM_DESC_harpoon_gold,harpoon,gold,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,HIDE2_WEAPON_GROUP02,50,0,,,EXPUP(50),0
5232,#CSO2_ITEM_NAME_CROWBAR_gold,#CSO2_ITEM_DESC_CROWBAR_gold,crowbar,gold,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5233,#CSO2_ITEM_NAME_m79_hunter1,#CSO2_ITEM_DESC_m79_hunter1,m79,hunter1,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
5234,#CSO2_ITEM_NAME_m32_hunter1,#CSO2_ITEM_DESC_m32_hunter1,m32,hunter1,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
5235,#CSO2_ITEM_NAME_paw20_hunter1,#CSO2_ITEM_DESC_paw20_hunter1,paw20,hunter1,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
5236,#CSO2_ITEM_NAME_chinalake_hunter1,#CSO2_ITEM_DESC_chinalake_hunter1,chinalake,hunter1,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
5237,#CSO2_ITEM_NAME_ar57_magpie,#CSO2_ITEM_DESC_ar57_magpie,ar57,magpie1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5238,#CSO2_ITEM_NAME_mp5_cobalt1,#CSO2_ITEM_DESC_mp5_cobalt1,mp5,cobalt1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5239,#CSO2_ITEM_NAME_m60_cobalt1,#CSO2_ITEM_DESC_m60_cobalt1,m60,cobalt1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5240,#CSO2_ITEM_NAME_mk18_cobalt1,#CSO2_ITEM_DESC_mk18_cobalt1,mk18,cobalt1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5241,#CSO2_ITEM_NAME_sg550_cobalt1,#CSO2_ITEM_DESC_sg550_cobalt1,sg550,cobalt1,item,weapon,snip,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5242,#CSO2_ITEM_NAME_m870_cobalt1,#CSO2_ITEM_DESC_m870_cobalt1,m870,cobalt1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
5243,#CSO2_ITEM_NAME_akm_special2,#CSO2_ITEM_DESC_akm_special2,akm,special2,item,weapon,rifle,0,2,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5244,#CSO2_ITEM_NAME_awmgauss_black,#CSO2_ITEM_DESC_awmgauss_black,awmgauss,black,item,weapon,snip,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,"CRITICAL(20,1.3) | EXPUP(100) | WEAPONDROPOFF | ZZ_CHAIN_LIGHTNING | DMG_DISSOLVE",0
5245,#CSO2_ITEM_NAME_usp_gauss,#CSO2_ITEM_DESC_USP_gauss,usp45,gauss,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5246,#CSO2_ITEM_NAME_GLOCK18_gauss,#CSO2_ITEM_DESC_GLOCK18_gauss,glock18,gauss,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5247,#CSO2_ITEM_NAME_deserteagle_gauss,#CSO2_ITEM_DESC_DESERTEAGLE_gauss,deserteagle,gauss,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5248,#CSO2_ITEM_NAME_m99_silver1,#CSO2_ITEM_DESC_m99_silver1,m99,silver1,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,3,5,0,0,0,none,none,0,0,,,"CRITICAL(5,1.3) | WEAPONDROPOFF",0
5249,#CSO2_ITEM_NAME_galil_silver1,#CSO2_ITEM_DESC_GALIL_silver1,galil,silver1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,"CRITICAL(5,1.3) | WEAPONDROPOFF",0
5250,#CSO2_ITEM_NAME_famas_silver1,#CSO2_ITEM_DESC_FAMAS_silver1,famas,silver1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,"CRITICAL(5,1.3) | WEAPONDROPOFF",0
5251,#CSO2_ITEM_NAME_mac10_silver1,#CSO2_ITEM_DESC_MAC10_silver1,mac10,silver1,item,weapon,smg,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,"CRITICAL(5,1.3) | WEAPONDROPOFF",0
5252,#CSO2_ITEM_NAME_tmp_silver1,#CSO2_ITEM_DESC_TMP_silver1,tmp,silver1,item,weapon,smg,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,"CRITICAL(5,1.3) | WEAPONDROPOFF",0
5253,#CSO2_ITEM_NAME_TOYHAMMER_GOLD,#CSO2_ITEM_DESC_TOYHAMMER_GOLD,toyhammer,gold,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,HIDE_REDUCE_DMG(50) | DEATH_MDL_CHG(DDONG),0
5254,#CSO2_ITEM_NAME_KNIFE_MIU,#CSO2_ITEM_DESC_KNIFE_MIU,default_knife,miu,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5255,#CSO2_ITEM_NAME_KNIFE_ATHENA,#CSO2_ITEM_DESC_KNIFE_ATHENA,default_knife,athena,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5256,#CSO2_ITEM_NAME_t86_taiwan,#CSO2_ITEM_DESC_t86_taiwan,t86,taiwan,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5257,#CSO2_ITEM_NAME_k5_opal1,#CSO2_ITEM_DESC_k5_opal1,k5,opal1,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5258,#CSO2_ITEM_NAME_K1_opal1,#CSO2_ITEM_DESC_K1_opal1,k1,opal1,item,weapon,smg,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5259,#CSO2_ITEM_NAME_k2c_opal1,#CSO2_ITEM_DESC_k2c_opal1,k2c,opal1,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5260,#CSO2_ITEM_NAME_k12_opal1,#CSO2_ITEM_DESC_k12_opal1,k12,opal1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
5261,#CSO2_ITEM_NAME_usas12_opal1,#CSO2_ITEM_DESC_usas12_opal1,usas12,opal1,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5262,#CSO2_ITEM_NAME_af2011a1_ruby1,#CSO2_ITEM_DESC_af2011a1_ruby1,af2011a1,ruby1,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,STATUE(RUBY),0
5263,#CSO2_ITEM_NAME_GILBOASNAKE_ruby1,#CSO2_ITEM_DESC_GILBOASNAKE_ruby1,gilboasnake,ruby1,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,STATUE(RUBY),0
5264,#CSO2_ITEM_NAME_DP12_ruby1,#CSO2_ITEM_DESC_DP12_ruby1,dp12,ruby1,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,STATUE(RUBY),0
5265,#CSO2_ITEM_NAME_dbarrel_ruby1,#CSO2_ITEM_DESC_dbarrel_ruby1,dbarrel,ruby1,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,STATUE(RUBY),0
5266,#CSO2_ITEM_NAME_m16a2_gamania01,#CSO2_ITEM_DESC_m16a2,m16a2,gamania01,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5267,#CSO2_ITEM_NAME_awm_gold1,#CSO2_ITEM_DESC_awm_gold1,awm,gold1,item,weapon,snip,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5268,#CSO2_ITEM_NAME_mk18_gold1,#CSO2_ITEM_DESC_mk18_gold1,mk18,gold1,item,weapon,rifle,0,3,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5269,#CSO2_ITEM_NAME_akm_gold1,#CSO2_ITEM_DESC_akm_gold1,akm,gold1,item,weapon,rifle,0,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5270,#CSO2_ITEM_NAME_usp_gold1,#CSO2_ITEM_DESC_USP_gold1,usp45,gold1,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5271,#CSO2_ITEM_NAME_GLOCK18_gold1,#CSO2_ITEM_DESC_GLOCK18_gold1,glock18,gold1,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5272,#CSO2_ITEM_NAME_elites_gold1,#CSO2_ITEM_DESC_elites_gold1,elites,gold1,item,weapon,pistol,1,2,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5273,#CSO2_ITEM_NAME_mg3_xmas,#CSO2_ITEM_DESC_mg3_xmas,mg3,xmas,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(ICE),0
5274,#CSO2_ITEM_NAME_usas12_xmas,#CSO2_ITEM_DESC_usas12_xmas,usas12,xmas,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(ICE),0
5275,#CSO2_ITEM_NAME_m99_xmas,#CSO2_ITEM_DESC_m99_xmas,m99,xmas,item,weapon,snip,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(ICE),0
5276,#CSO2_ITEM_NAME_paw20_xmas,#CSO2_ITEM_DESC_paw20_xmas,paw20,xmas,item,weapon,mach,0,0,3|26|36|37|44|45|46|48|53|57|63|65,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(ICE),0
5277,#CSO2_ITEM_NAME_partygrenade,#CSO2_ITEM_DESC_partygrenade,hegrenade,partygrenade,item,weapon,equip,3,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5278,#CSO2_ITEM_NAME_m16a2_honor,#CSO2_ITEM_DESC_m16a2_honor,m16a2,honor,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5279,#CSO2_ITEM_NAME_usp_honor,#CSO2_ITEM_DESC_USP_honor,usp45,honor,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5280,#CSO2_ITEM_NAME_GLOCK18_honor,#CSO2_ITEM_DESC_GLOCK18_honor,glock18,honor,item,weapon,pistol,1,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5281,#CSO2_ITEM_NAME_KNIFE_2017chicken,#CSO2_ITEM_DESC_KNIFE_2017chicken,default_knife,2017chicken,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5282,#CSO2_ITEM_NAME_m3dragon_black,#CSO2_ITEM_DESC_m3dragon_black,m3dragon,black,item,weapon,shotgun,0,0,0,0,0,0,5,0,0,0,none,SS_GRADE_WEAPON_GROUP,100,0,,,EXPUP(100) | WEAPONDROPOFF | ZZ_FIRE_SALAMANDER | IGNITION_ON_BODY(25),0
5283,#CSO2_ITEM_NAME_chocogrenade,#CSO2_ITEM_DESC_chocogrenade,hegrenade,chocogrenade,item,weapon,equip,3,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5284,#CSO2_ITEM_NAME_mp5_panda,#CSO2_ITEM_DESC_mp5_panda,mp5,panda,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5285,#CSO2_ITEM_NAME_ar57_neon1,#CSO2_ITEM_DESC_ar57_neon1,ar57,neon1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5286,#CSO2_ITEM_NAME_usas12_amethyst1,#CSO2_ITEM_DESC_usas12_amethyst1,usas12,amethyst1,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5287,#CSO2_ITEM_NAME_kriss_superv_amethyst1,#CSO2_ITEM_DESC_kriss_superv_amethyst1,krisssuperv,amethyst1,item,weapon,smg,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5288,#CSO2_ITEM_NAME_deserteagle_amethyst1,#CSO2_ITEM_DESC_DESERTEAGLE_amethyst1,deserteagle,amethyst1,item,weapon,pistol,1,0,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5289,#CSO2_ITEM_NAME_m60_amethyst1,#CSO2_ITEM_DESC_m60_amethyst1,m60,amethyst1,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(AMETHYST),0
5290,#CSO2_ITEM_NAME_KNIFE_lollipop,#CSO2_ITEM_DESC_KNIFE_lollipop,default_knife,lollipop,item,weapon,knife,2,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5291,#CSO2_ITEM_NAME_qbz95_panda,#CSO2_ITEM_DESC_qbz95_panda,qbz95,panda,item,weapon,rifle,0,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
5292,#CSO2_ITEM_NAME_k12_honor,#CSO2_ITEM_DESC_k12_honor,k12,honor,item,weapon,mach,0,0,1|2|3|5|6|8|14|15|17|20|22|24|25|26|27|29|36|37|38|42|44|45|46|48|49|51|53|55|57|58|59|61|63|65,0,0,0,5,0,0,0,none,none,0,0,,,,0
5293,#CSO2_ITEM_NAME_xm1014_honor,#CSO2_ITEM_DESC_XM1014_honor,xm1014,honor,item,weapon,shotgun,0,0,0,0,0,3,5,0,0,0,none,none,0,0,,,,0
5294,#CSO2_ITEM_NAME_fiveseven_cobalt1,#CSO2_ITEM_DESC_fiveseven_cobalt1,fiveseven,cobalt1,item,weapon,pistol,1,3,0,0,0,3,5,0,0,0,none,none,0,0,,,STATUE(COBALT),0
